ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,APPROVED
5025036,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15081,-823,1,1,0,0,Laborers,1.0,0
5025039,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9413,-2223,1,0,1,0,Other,2.0,1
5025043,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16743,-8066,1,0,1,0,Medicine staff,2.0,1
5025045,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16199,-3411,1,1,0,0,Private service staff,2.0,1
5025047,F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,-11731,-3776,1,1,1,0,Other,5.0,1
5025048,M,Y,N,2,180000.0,Working,Secondary / secondary special,Married,With parents,-10213,-581,1,1,0,0,Other,4.0,0
5025049,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14926,-1281,1,1,1,0,High skill tech staff,2.0,1
5025051,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15157,-8189,1,0,0,0,Laborers,3.0,1
5025056,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12318,-1128,1,0,0,0,Other,2.0,1
5025063,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11714,-672,1,0,0,0,Other,1.0,1
5025064,M,N,Y,1,360000.0,State servant,Higher education,Civil marriage,House / apartment,-18862,-7093,1,0,0,1,Core staff,3.0,0
5025066,M,Y,Y,2,531000.0,State servant,Higher education,Married,House / apartment,-15173,-7916,1,0,0,0,Managers,4.0,1
5025074,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-18839,-7551,1,1,1,0,Managers,2.0,0
5025077,F,N,Y,1,94500.0,Working,Higher education,Single / not married,House / apartment,-10487,-3472,1,0,1,0,Other,2.0,1
5025078,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15206,-3563,1,0,0,0,Laborers,1.0,1
5025080,F,Y,N,0,675000.0,Commercial associate,Higher education,Separated,House / apartment,-15733,-6486,1,1,1,0,Core staff,1.0,1
5025081,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-15972,-5055,1,0,1,0,Other,2.0,0
5025086,F,N,Y,2,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12521,-3837,1,0,0,0,Other,4.0,1
5025087,F,N,Y,0,94500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9711,-1403,1,0,0,0,Sales staff,2.0,1
5025088,M,N,N,0,135000.0,Student,Higher education,Single / not married,With parents,-9115,-581,1,0,0,1,Other,1.0,1
5025092,M,Y,N,3,90000.0,Working,Lower secondary,Separated,With parents,-13608,-1461,1,1,0,0,Drivers,4.0,0
5025095,M,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9812,-338,1,0,0,0,Sales staff,1.0,0
5025097,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-13375,-793,1,0,0,0,Cooking staff,1.0,1
5025098,M,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15233,-246,1,0,0,0,Laborers,1.0,0
5025100,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-16596,-427,1,0,0,0,Sales staff,2.0,1
5025101,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-11374,-761,1,0,0,0,High skill tech staff,2.0,0
5025102,F,N,Y,0,130500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14697,-1767,1,0,0,0,Sales staff,2.0,1
5025104,M,Y,Y,2,270000.0,Commercial associate,Incomplete higher,Married,House / apartment,-15934,-3684,1,1,0,0,Managers,4.0,0
5025107,F,N,Y,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11722,-3653,1,0,0,0,Medicine staff,2.0,1
5025109,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18259,-703,1,0,0,0,Drivers,2.0,1
5025110,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14902,-3837,1,0,0,0,Laborers,2.0,1
5025114,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-22650,-14338,1,0,0,0,Laborers,1.0,1
5025115,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17103,-1493,1,0,0,0,Cooking staff,2.0,1
5025117,M,Y,N,1,405000.0,Working,Higher education,Married,House / apartment,-12991,-731,1,0,0,0,Managers,3.0,1
5025119,F,N,Y,0,112500.0,State servant,Higher education,Married,House / apartment,-13513,-6394,1,0,1,0,Core staff,2.0,1
5025124,F,Y,Y,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,-17211,-3076,1,0,0,1,High skill tech staff,2.0,0
5025130,F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17962,-9316,1,0,0,0,Other,2.0,0
5025131,M,N,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-12705,-884,1,1,1,0,Other,4.0,1
5025135,M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12366,-3653,1,1,1,0,Drivers,2.0,1
5025143,F,N,Y,0,387000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-18147,-642,1,0,0,0,Sales staff,1.0,1
5025148,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15010,-884,1,0,0,0,Managers,3.0,0
5025149,F,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18307,-1493,1,0,0,0,Other,2.0,1
5025153,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,With parents,-16174,-277,1,0,0,0,Sales staff,2.0,1
5025158,M,Y,Y,0,270000.0,Working,Higher education,Single / not married,House / apartment,-9918,-428,1,0,0,0,Managers,1.0,1
5025163,F,Y,Y,1,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-16596,-8859,1,0,0,0,Laborers,2.0,1
5025167,M,Y,N,1,450000.0,Working,Secondary / secondary special,Married,House / apartment,-16912,-2072,1,0,0,0,Laborers,3.0,0
5025171,M,Y,Y,1,171000.0,Working,Secondary / secondary special,Married,House / apartment,-10027,-946,1,0,0,0,Managers,3.0,0
5025172,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16625,-2011,1,0,1,1,Core staff,2.0,1
5025173,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,Municipal apartment,-8963,-366,1,0,1,0,Medicine staff,1.0,1
5025175,F,Y,Y,0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8488,-611,1,0,0,0,Accountants,1.0,1
5025177,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-17750,-10746,1,0,0,0,Other,2.0,1
5025185,M,Y,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,-9076,-1281,1,0,0,0,Laborers,4.0,1
5025192,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,With parents,-12822,-2773,1,0,0,0,Laborers,3.0,0
5025194,F,Y,Y,0,180000.0,Commercial associate,Higher education,Widow,House / apartment,-19489,-5329,1,0,1,0,Managers,1.0,1
5025195,M,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-21109,-8555,1,0,0,0,Laborers,2.0,1
5025199,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12736,-4690,1,0,0,0,Core staff,2.0,1
5025200,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16557,-2834,1,0,0,0,Sales staff,1.0,0
5025201,M,Y,N,0,1125000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-15960,-1646,1,0,0,0,Managers,2.0,0
5025204,F,N,N,0,247500.0,Working,Secondary / secondary special,Married,Municipal apartment,-19923,-3229,1,0,0,0,Sales staff,2.0,1
5025207,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9901,-124,1,0,0,0,Drivers,3.0,1
5025209,F,N,Y,2,144000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10887,-2558,1,0,0,0,Other,4.0,0
5025213,M,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,-8527,-581,1,0,1,0,Drivers,1.0,1
5025215,F,N,Y,0,225000.0,Working,Higher education,Widow,House / apartment,-21861,-10777,1,0,0,0,Cooking staff,1.0,1
5025219,F,N,Y,1,184500.0,Working,Secondary / secondary special,Married,House / apartment,-11631,-5055,1,0,0,0,Laborers,3.0,0
5025222,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18770,-124,1,0,0,0,Laborers,2.0,0
5025223,M,Y,N,1,283500.0,Commercial associate,Higher education,Married,Municipal apartment,-14257,-6060,1,0,1,0,High skill tech staff,3.0,0
5025225,F,Y,N,1,202500.0,Working,Higher education,Married,House / apartment,-10636,-915,1,0,0,0,Sales staff,3.0,1
5025230,F,N,Y,0,99000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15468,-428,1,0,0,0,Other,2.0,0
5025234,F,N,N,0,36000.0,Working,Secondary / secondary special,Separated,Municipal apartment,-14846,-154,1,1,0,0,Cleaning staff,1.0,1
5025238,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-17587,-3411,1,0,0,0,Cleaning staff,2.0,0
5025242,F,N,Y,0,112500.0,Working,Higher education,Single / not married,House / apartment,-18175,-1281,1,0,1,0,Other,1.0,1
5025245,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,-11812,-642,1,0,0,0,High skill tech staff,2.0,1
5025257,F,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11688,-2803,1,0,1,0,Core staff,4.0,1
5025722,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13800,-922,1,0,0,0,Sales staff,1.0,0
5025832,F,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,-10416,-3661,1,0,0,0,Laborers,3.0,0
5025833,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18526,-8624,1,0,0,0,Low-skill Laborers,2.0,0
5025981,M,N,N,1,189000.0,Working,Secondary / secondary special,Married,House / apartment,-11700,-404,1,0,0,0,Managers,3.0,0
5026086,F,N,Y,0,67500.0,Working,Secondary / secondary special,Widow,House / apartment,-20482,-5030,1,1,1,0,Other,1.0,0
5026113,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10127,-831,1,0,0,0,Sales staff,2.0,1
5026118,F,N,Y,0,270000.0,Commercial associate,Higher education,Married,House / apartment,-21058,-2749,1,0,1,0,Accountants,2.0,1
5026119,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16277,-6979,1,0,0,0,High skill tech staff,2.0,1
5026145,F,N,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-17474,-313,1,0,0,0,Sales staff,2.0,0
5026146,F,N,Y,1,202500.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-13539,-1653,1,1,1,0,Core staff,3.0,0
5026155,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11900,-3360,1,0,0,0,Accountants,3.0,1
5026314,M,Y,N,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-15868,-2842,1,0,0,0,Managers,3.0,1
5026472,F,Y,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-8069,-499,1,0,0,0,Waiters/barmen staff,3.0,0
5026473,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-16511,-3148,1,0,0,0,Laborers,2.0,1
5026488,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-15720,-2569,1,0,1,0,Managers,3.0,0
5026497,F,N,Y,0,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17216,-1138,1,0,0,0,Laborers,1.0,0
5026706,M,N,Y,0,76500.0,Working,Higher education,Married,House / apartment,-19862,-2295,1,1,1,0,Laborers,2.0,0
5026720,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16133,-5948,1,1,0,1,Other,1.0,1
5026728,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14166,-1991,1,0,0,0,Core staff,1.0,0
5028237,F,Y,Y,0,292500.0,State servant,Higher education,Married,House / apartment,-16317,-2241,1,0,0,0,Other,2.0,0
5028241,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-18042,-1603,1,0,1,1,Laborers,1.0,1
5028252,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,6.0,1
5028256,F,Y,Y,1,130500.0,Working,Secondary / secondary special,Married,House / apartment,-14152,-5560,1,0,0,0,Cooking staff,3.0,0
5028263,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,Municipal apartment,-11444,-630,1,0,0,0,Core staff,2.0,1
5028265,M,N,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16274,-1452,1,0,1,0,Laborers,2.0,1
5028267,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-11688,-1299,1,0,0,1,Laborers,2.0,0
5028269,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-17293,-203,1,0,1,1,Laborers,3.0,1
5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,-12730,-2213,1,0,0,0,Accountants,4.0,1
5028280,F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,-11941,-2760,1,0,0,0,Other,3.0,0
5028296,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-13914,-507,1,0,0,0,Laborers,1.0,1
5028307,M,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11888,-295,1,0,0,0,Security staff,2.0,0
5028315,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13829,-3248,1,0,1,0,High skill tech staff,3.0,1
5028329,F,Y,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,-19395,-3156,1,1,1,0,Core staff,2.0,1
5028333,F,Y,Y,0,189000.0,Commercial associate,Higher education,Single / not married,House / apartment,-12874,-173,1,0,0,1,Other,1.0,0
5028337,F,Y,N,1,225000.0,Working,Higher education,Single / not married,With parents,-13861,-5408,1,0,0,0,Laborers,2.0,0
5028346,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17524,-2182,1,1,1,0,Laborers,2.0,0
5028356,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19692,-2425,1,0,0,0,Private service staff,2.0,1
5028362,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18230,-173,1,0,0,0,Medicine staff,1.0,1
5028382,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,-11344,-3309,1,0,0,0,Core staff,1.0,1
5028401,F,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14667,-1422,1,0,0,0,Sales staff,2.0,1
5028422,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17834,-1330,1,0,0,0,Medicine staff,2.0,1
5028428,F,Y,Y,0,292500.0,Commercial associate,Higher education,Widow,House / apartment,-19148,-5744,1,0,1,1,Other,1.0,1
5028431,M,N,N,0,225000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-8347,-538,1,0,0,0,Core staff,1.0,0
5028433,F,N,Y,0,180000.0,Working,Secondary / secondary special,Separated,House / apartment,-19634,-1117,1,0,0,0,Sales staff,1.0,0
5028437,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-15586,-3337,1,0,0,0,Managers,2.0,1
5028445,F,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18071,-2822,1,0,0,0,Laborers,1.0,1
5028454,F,N,Y,1,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-14574,-964,1,0,1,1,Medicine staff,3.0,1
5028460,M,Y,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-16449,-2822,1,0,1,0,Laborers,2.0,1
5028462,M,N,Y,0,225000.0,Working,Lower secondary,Married,Municipal apartment,-10565,-811,1,1,1,0,Other,2.0,1
5028483,M,Y,Y,0,405000.0,Working,Secondary / secondary special,Married,House / apartment,-16319,-1086,1,1,0,0,Managers,2.0,1
5028494,F,N,N,1,225000.0,Working,Secondary / secondary special,Single / not married,Office apartment,-16164,-6930,1,0,0,1,Medicine staff,2.0,0
5028495,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,-9190,-933,1,0,0,1,Core staff,3.0,0
5028498,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-14348,-1603,1,0,0,0,Sales staff,1.0,1
5028499,M,Y,Y,0,265500.0,Working,Higher education,Single / not married,House / apartment,-10143,-387,1,0,0,1,Core staff,1.0,1
5028504,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14137,-3552,1,0,0,1,Accountants,3.0,1
5028514,F,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-19724,-12591,1,0,0,0,Medicine staff,2.0,1
5028547,M,Y,N,1,292500.0,Working,Secondary / secondary special,Separated,House / apartment,-12692,-1056,1,0,1,0,Laborers,2.0,1
5028590,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-21660,-1876,1,0,0,0,HR staff,2.0,1
5028594,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-11359,-1726,1,0,0,0,Core staff,4.0,1
5028601,F,N,Y,2,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13351,-295,1,0,0,0,Managers,4.0,1
5028610,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,-10681,-2152,1,0,1,0,Sales staff,1.0,1
5028616,M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-9403,-1999,1,1,1,0,High skill tech staff,3.0,0
5028621,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14393,-1938,1,0,0,0,Drivers,2.0,1
5028622,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14221,-1542,1,0,0,0,Private service staff,2.0,1
5028627,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-10992,-203,1,0,0,0,Laborers,4.0,1
5028630,F,N,Y,1,118350.0,Working,Higher education,Civil marriage,House / apartment,-9968,-780,1,0,0,0,Laborers,3.0,1
5028631,M,N,N,0,135000.0,Working,Incomplete higher,Civil marriage,House / apartment,-10957,-1634,1,0,0,0,Low-skill Laborers,2.0,1
5028637,F,N,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16920,-9181,1,0,1,1,Managers,2.0,1
5028674,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15017,-5591,1,0,0,0,Other,2.0,1
5028691,F,Y,Y,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-10874,-507,1,0,0,1,Core staff,2.0,0
5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,-10817,-203,1,0,1,0,Laborers,3.0,1
5028701,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,Rented apartment,-13675,-415,1,0,0,0,Cooking staff,1.0,1
5028702,F,N,Y,0,247500.0,State servant,Higher education,Widow,House / apartment,-19955,-6200,1,0,0,0,Other,1.0,1
5028720,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-15000,-1117,1,0,0,1,Managers,2.0,1
5028740,M,N,Y,1,63000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14447,-752,1,0,0,0,Other,2.0,0
5028742,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8475,-446,1,0,0,0,Laborers,2.0,0
5028744,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8817,-1086,1,0,0,1,Laborers,1.0,0
5028745,F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,-10542,-2607,1,0,0,0,Other,3.0,1
5028759,F,N,Y,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15408,-1726,1,0,0,1,Laborers,2.0,0
5028764,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,-22582,-1391,1,0,1,0,Other,4.0,1
5028770,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,-11919,-1787,1,0,1,0,Accountants,2.0,0
5028777,F,N,Y,0,108000.0,Working,Secondary / secondary special,Married,House / apartment,-8111,-1361,1,0,0,0,High skill tech staff,2.0,0
5028779,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15836,-3034,1,0,0,0,Other,2.0,1
5028787,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22651,-3613,1,0,0,0,Other,2.0,0
5028791,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12563,-1025,1,0,0,0,Cooking staff,4.0,0
5028801,M,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-19601,-5652,1,0,0,0,Managers,2.0,0
5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15766,-1086,1,0,0,0,Laborers,4.0,0
5028821,M,Y,N,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-17422,-2029,1,0,1,1,Laborers,2.0,0
5028823,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18493,-387,1,0,0,0,Sales staff,2.0,1
5028832,M,N,Y,0,202500.0,Working,Higher education,Married,House / apartment,-14944,-2060,1,0,0,0,Managers,2.0,0
5028842,M,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12190,-691,1,0,0,0,Laborers,3.0,0
5028846,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13108,-1299,1,0,0,0,Other,3.0,1
5028861,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12244,-2944,1,0,0,0,Managers,2.0,1
5028863,M,N,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-16777,-3278,1,0,0,0,Other,3.0,1
5028866,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-1664,1,0,0,0,Sales staff,5.0,1
5028872,F,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-18795,-2486,1,0,0,0,Laborers,2.0,1
5028874,M,N,N,3,126000.0,Working,Secondary / secondary special,Civil marriage,With parents,-12072,-1422,1,0,0,1,Other,5.0,0
5028902,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-9963,-1876,1,0,0,0,Sales staff,2.0,1
5028911,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-19423,-1056,1,0,0,0,Laborers,2.0,0
5028912,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,1,0,0,0,Sales staff,2.0,1
5028932,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-17438,-142,1,0,0,0,Sales staff,1.0,1
5028944,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-9430,-721,1,0,0,1,Other,2.0,0
5028945,M,N,Y,0,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15111,-5866,1,0,0,0,Other,2.0,1
5028946,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17420,-234,1,0,0,0,Other,2.0,1
5028951,M,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19831,-780,1,0,0,0,Laborers,1.0,0
5028974,F,Y,Y,3,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11363,-721,1,0,1,0,High skill tech staff,5.0,1
5028983,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,-19063,-2213,1,1,1,1,Laborers,1.0,1
5028988,F,N,Y,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10174,-903,1,0,1,0,Other,4.0,1
5028989,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,-15373,-2333,1,0,0,0,Sales staff,3.0,0
5028995,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-12262,-356,1,0,0,0,Other,2.0,0
5029005,M,Y,N,1,252000.0,Working,Secondary / secondary special,Married,House / apartment,-17046,-5347,1,0,0,0,Drivers,3.0,0
5029008,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13868,-415,1,0,0,0,Laborers,2.0,0
5029019,F,N,Y,0,81000.0,Working,Secondary / secondary special,Separated,House / apartment,-18571,-387,1,1,1,0,Cooking staff,1.0,0
5029024,F,N,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-16888,-3521,1,0,1,0,Medicine staff,2.0,1
5029026,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-8757,1,0,1,0,Laborers,3.0,1
5029031,F,N,Y,2,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12176,-5316,1,0,1,0,High skill tech staff,4.0,1
5029032,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,-8781,-599,1,0,0,0,High skill tech staff,1.0,0
5029035,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19511,-872,1,0,0,0,Other,1.0,1
5029051,M,Y,Y,2,675000.0,Commercial associate,Higher education,Married,House / apartment,-13398,-3003,1,0,0,0,Core staff,4.0,1
5029063,F,N,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-9720,-507,1,0,0,1,Other,3.0,1
5029071,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-20063,-1907,1,0,0,0,Laborers,2.0,1
5029076,F,N,Y,1,135000.0,Working,Incomplete higher,Separated,House / apartment,-10153,-599,1,0,0,0,Sales staff,2.0,1
5029083,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,-17148,-842,1,0,0,1,Security staff,2.0,1
5029085,F,N,Y,0,153000.0,Commercial associate,Incomplete higher,Married,House / apartment,-9363,-1056,1,0,0,1,Other,2.0,1
5029111,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-14731,-4617,1,0,0,0,Medicine staff,4.0,1
5029131,F,N,Y,1,337500.0,State servant,Higher education,Separated,House / apartment,-10429,-1695,1,0,0,0,Core staff,2.0,0
5029136,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13970,-2213,1,0,0,1,Managers,2.0,0
5029137,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12570,-3095,1,1,0,0,Managers,2.0,0
5029141,F,N,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20124,-2412,1,0,0,0,Cooking staff,1.0,1
